"id","air_conditioning","amenities","balconies","barrier_free_accessibilty_entr","bike_parking","exterior_fire_escape","fire_alarm","garbage_chutes","heating_type","intercom","laundry_room","locker_or_storage_room","no_of_elevators","parking_type","pets_allowed","prop_management_company_name","property_type","rsn","separate_gas_meters","separate_hydro_meters","separate_water_meters","site_address","sprinkler_system","visitor_parking","ward","window_type","year_built","year_registered","no_of_storeys","emergency_power","non-smoking_building","no_of_units","no_of_accessible_parking_spaces","facilities_available","cooling_room","no_barrier_free_accessible_units","age_build"
12832,"NONE",NA,"YES","NO","Not Available","NO","YES","NO","HOT WATER","YES","YES","NO",1,"Underground Garage , Surface Parking","YES",NA,"PRIVATE",4153927,"NO","YES","NO","135  LAWTON BLVD","NO","FREE","12","DOUBLE PANE",1960,2017,9,"NO","NO",48,0,"Recycling bins","NO",0,"Post 1950"
12833,"NONE",NA,"YES","YES","0 indoor parking spots and 25 outdoor parking spots","YES","YES","YES","HOT WATER","YES","YES","YES",3,"Underground Garage , Garage accessible thru buildg , Surface Parking","YES",NA,"PRIVATE",4153931,"NO","YES","NO","23  LASCELLES BLVD","YES","FREE","12","DOUBLE PANE",1957,2017,18,"NO","YES",235,0,"Green Bin / Organics","NO",235,"Post 1950"
12834,"NONE","Indoor recreation room","YES","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","NO",1,"Underground Garage , Garage accessible thru buildg , Surface Parking","YES",NA,"TCHC",4153400,"NO","NO","NO","190  JOHN ST","YES","PAID","10","THERMAL",1992,2017,4,"YES","YES",26,6,"Recycling bins","NO",1,"Post 1950"
12835,"NONE",NA,"YES","YES","Not Available","YES","YES","NO","ELECTRIC","YES","YES","NO",0,NA,"YES","GRANGE APARTMENTS INC.","PRIVATE",4153409,"NO","NO","NO","164  GRANGE AVE","YES","UNAVAILABLE","10","DOUBLE PANE",1970,2017,3,"NO","YES",24,0,"Recycling bins","NO",2,"Post 1950"
12836,"NONE",NA,"YES","NO","0 indoor parking spots and 20 outdoor parking spots","NO","YES","YES","HOT WATER","YES","YES","YES",2,"Underground Garage , Garage accessible thru buildg , Surface Parking","YES",NA,"PRIVATE",4153953,"NO","YES","NO","650  EGLINTON AVE W","YES","FREE","08","SINGLE PANE",1961,2017,8,"YES","NO",102,0,"Green Bin / Organics","YES",0,"Post 1950"
12837,"NONE","Indoor recreation room","YES","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","NO",1,"Underground Garage , Garage accessible thru buildg","YES",NA,"TCHC",4153962,"NO","NO","NO","790  EGLINTON AVE W","YES","BOTH","08","DOUBLE PANE",1941,2017,4,"YES","YES",57,5,"Recycling bins","NO",1,"1935-1950"
12838,"INDIVIDUAL UNITS","Indoor recreation room , Outdoor rec facilities , Indoor exercise room , Child play area","NO","YES","75 indoor parking spots and 0 outdoor parking spots","NO","YES","YES","HOT WATER","YES","YES","NO",2,"Underground Garage , Garage accessible thru buildg , Surface Parking","YES","YWCA TORONTO","SOCIAL HOUSING",4153458,"NO","YES","NO","110  EDWARD ST","NO","UNAVAILABLE","11","THERMAL",2011,2017,5,"YES","NO",50,3,"Recycling bins","NO",0,"Post 1950"
12839,"NONE",NA,"YES","NO","0 indoor parking spots and 5 outdoor parking spots","NO","YES","NO","HOT WATER","YES","YES","YES",0,"Surface Parking","YES",NA,"PRIVATE",4154003,"NO","YES","NO","486  ORIOLE PKWY","NO","UNAVAILABLE","12","SINGLE PANE",1930,2017,3,"NO","YES",21,0,"Green Bin / Organics","NO",0,"Pre 1935"
12840,"NONE",NA,"YES","NO","0 indoor parking spots and 5 outdoor parking spots","NO","YES","NO","HOT WATER","YES","YES","YES",0,"Surface Parking","YES",NA,"PRIVATE",4154004,"NO","YES","NO","484  ORIOLE PKWY","NO","UNAVAILABLE","12","SINGLE PANE",1930,2017,3,"NO","YES",18,0,"Green Bin / Organics","NO",0,"Pre 1935"
12841,"NONE",NA,"YES","YES","20 indoor parking spots and 0 outdoor parking spots","NO","YES","YES","HOT WATER","YES","YES","YES",2,"Underground Garage , Garage accessible thru buildg","NO",NA,"PRIVATE",4154008,"NO","YES","NO","30  EDITH DR","YES","FREE","08","SINGLE PANE",1968,2017,13,"NO","NO",172,0,"Green Bin / Organics","NO",0,"Post 1950"
12842,"INDIVIDUAL UNITS","Indoor recreation room , Indoor exercise room","YES","YES","12 indoor parking spots and 10 outdoor parking spots","NO","YES","YES","HOT WATER","YES","YES","YES",2,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking","YES",NA,"PRIVATE",4153472,"NO","YES","NO","392  SHERBOURNE ST","YES","FREE","13","DOUBLE PANE",1963,2017,10,"YES","NO",128,1,"Green Bin / Organics","YES",0,"Post 1950"
12843,"INDIVIDUAL UNITS","Indoor recreation room","NO","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","YES",2,"Surface Parking","YES","LOFT","SOCIAL HOUSING",4153484,"NO","NO","NO","32  GRENVILLE ST","YES","UNAVAILABLE","13","DOUBLE PANE",1900,2017,12,"YES","NO",50,0,"Green Bin / Organics","YES",4,"Pre 1935"
12844,"NONE",NA,"YES","NO","8 indoor parking spots and 0 outdoor parking spots","YES","YES","NO","HOT WATER","YES","YES","YES",1,"Underground Garage , Garage accessible thru buildg","YES",NA,"PRIVATE",4154024,"NO","YES","NO","14  CHATSWORTH DR","YES","UNAVAILABLE","08","DOUBLE PANE",1936,2017,4,"NO","YES",41,0,"Green Bin / Organics","NO",0,"1935-1950"
12845,"NONE",NA,"NO","NO","Not Available","YES","YES","NO","HOT WATER","YES","YES","NO",0,"Surface Parking","NO","RKH INVESTMENT LTD","PRIVATE",4154032,"NO","YES","NO","3464  YONGE ST","NO","UNAVAILABLE","08","DOUBLE PANE",1940,2017,4,"NO","YES",27,1,"Green Bin / Organics","NO",0,"1935-1950"
12846,"NONE",NA,"NO","NO","20 indoor parking spots and 0 outdoor parking spots","NO","YES","NO","ELECTRIC","YES","YES","YES",1,NA,"YES","METCAP LIVING MANAGEMENT INC.","PRIVATE",4153496,"NO","YES","NO","77  WELLESLEY ST E","YES","UNAVAILABLE","13","DOUBLE PANE",1926,2017,4,"NO","NO",30,0,"Green Bin / Organics","NO",0,"Pre 1935"
12847,"NONE",NA,"NO","YES","Not Available","NO","YES","NO","HOT WATER","YES","YES","NO",2,"Ground Level Garage , Carport , Surface Parking","YES","TIMBERCREEK COMMUNITIES","PRIVATE",4153497,"NO","YES","NO","85  WELLESLEY ST E","YES","PAID","13","DOUBLE PANE",1965,2018,8,"NO","NO",88,0,"Recycling bins","NO",0,"Post 1950"
12848,"NONE","Indoor recreation room","NO","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","NO",2,"Underground Garage , Garage accessible thru buildg , Surface Parking","YES",NA,"TCHC",4153499,"NO","NO","NO","460  JARVIS ST","YES","BOTH","13","DOUBLE PANE",1991,2017,11,"YES","YES",212,6,"Recycling bins","NO",3,"Post 1950"
12849,"NONE",NA,"NO","NO","0 indoor parking spots and 6 outdoor parking spots","YES","YES","NO","HOT WATER","YES","YES","NO",0,NA,"YES",NA,"PRIVATE",4153502,"NO","YES","NO","125  EARL PL","NO","UNAVAILABLE","13","SINGLE PANE",1918,2018,4,"NO","YES",15,0,"Green Bin / Organics","NO",NA,"Pre 1935"
12850,"NONE",NA,"YES","NO","Not Available","NO","YES","NO","ELECTRIC","YES","YES","YES",2,"Underground Garage , Garage accessible thru buildg , Surface Parking","NO","EIWO CANADIAN MANAGEMENT LTD","PRIVATE",4153511,"NO","NO","NO","41  DUNDONALD ST","NO","BOTH","13","DOUBLE PANE",1968,2017,18,"NO","NO",107,2,"Recycling bins","NO",0,"Post 1950"
12851,"INDIVIDUAL UNITS",NA,"NO","NO","Not Available","NO","YES","NO","HOT WATER","YES","YES","NO",1,NA,"YES","AKELIUS CANADA LTD","PRIVATE",4153518,"NO","YES","NO","16  ST JOSEPH ST","NO","UNAVAILABLE","13","DOUBLE PANE",1927,2017,4,"NO","YES",37,0,"Recycling bins","NO",0,"Pre 1935"
12852,"NONE",NA,"YES","YES","0 indoor parking spots and 12 outdoor parking spots","NO","YES","NO","HOT WATER","YES","YES","YES",2,"Underground Garage , Ground Level Garage , Carport , Surface Parking","YES",NA,"PRIVATE",4154050,"YES","YES","YES","195  REXLEIGH DR","YES","FREE","19","SINGLE PANE",1965,2017,6,"NO","NO",106,2,"Green Bin / Organics","NO",1,"Post 1950"
12853,"NONE",NA,"YES","NO","Not Available","YES","YES","YES","HOT WATER","YES","YES","YES",1,"Underground Garage , Garage accessible thru buildg","YES",NA,"PRIVATE",4152922,"NO","YES","NO","392  JANE ST","YES","UNAVAILABLE","04","DOUBLE PANE",1960,2017,6,"NO","YES",32,0,"Green Bin / Organics","NO",0,"Post 1950"
12854,"INDIVIDUAL UNITS",NA,"YES","YES","40 indoor parking spots and 6 outdoor parking spots","NO","YES","NO","HOT WATER","YES","YES","NO",2,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck","NO","REITTER MANAGEMENT CORPORATION","PRIVATE",4153538,"NO","YES","NO","55  CHARLES ST E","YES","FREE","13","DOUBLE PANE",1958,2017,9,"NO","YES",75,1,"Recycling bins","YES",0,"Post 1950"
12855,"NONE",NA,"NO","NO","Not Available","NO","YES","NO","HOT WATER","YES","YES","NO",0,NA,"YES",NA,"PRIVATE",4153542,"NO","YES","NO","42  ISABELLA ST","NO","UNAVAILABLE","13","DOUBLE PANE",1955,2017,4,"NO","NO",24,0,"Recycling bins","NO",0,"Post 1950"
12856,"NONE",NA,"YES","NO","Not Available","YES","YES","NO","HOT WATER","YES","YES","YES",0,NA,"YES","ICC PROPERTY MANAGEMENT LTD.","PRIVATE",4153550,"NO","YES","NO","628  CHURCH ST","NO","UNAVAILABLE","11","DOUBLE PANE",1917,2018,3,"NO","NO",20,0,"Green Bin / Organics","NO",0,"Pre 1935"
12857,"NONE","Outdoor rec facilities , Child play area","YES","NO","Not Available","NO","YES","NO","ELECTRIC","YES","YES","NO",0,"Underground Garage , Garage accessible thru buildg","YES","ST CLARE'S MULTIFAITH HOUSING","SOCIAL HOUSING",4153556,"NO","YES","NO","5  HAHN PL","NO","UNAVAILABLE","10","DOUBLE PANE",1980,2017,4,"NO","NO",32,16,"Green Bin / Organics","NO",0,"Post 1950"
12858,"NONE",NA,"YES","NO","Not Available","NO","YES","NO","HOT WATER","YES","YES","YES",1,"Ground Level Garage , Surface Parking","NO","GOLDEN EQUITY PROPERTIES","PRIVATE",4154092,"NO","NO","NO","185  COSBURN AVE","YES","UNAVAILABLE","14","DOUBLE PANE",1960,2017,6,"NO","NO",37,16,"Recycling bins","NO",0,"Post 1950"
12859,"NONE",NA,"YES","YES","Not Available","YES","YES","YES","HOT WATER","YES","YES","YES",2,"Underground Garage , Garage accessible thru buildg","YES","RANEE MANAGEMENT","PRIVATE",4154093,"NO","YES","NO","205  COSBURN AVE","YES","BOTH","14","DOUBLE PANE",1967,2017,12,"NO","NO",160,3,"Green Bin / Organics","NO",5,"Post 1950"
12860,"INDIVIDUAL UNITS","Indoor recreation room , Outdoor rec facilities , Indoor exercise room , Sauna","YES","YES","Not Available","NO","YES","YES","ELECTRIC","YES","YES","YES",2,"Ground Level Garage , Surface Parking","YES","VILNIUS MANOR","SOCIAL HOUSING",4152927,"NO","NO","NO","1700  BLOOR ST W","YES","FREE","04","DOUBLE PANE",1982,2017,9,"YES","NO",115,16,"Green Bin / Organics","YES",115,"Post 1950"
12861,"NONE",NA,"YES","NO","Not Available","NO","YES","YES","HOT WATER","YES","YES","YES",3,"Underground Garage , Garage accessible thru buildg , Surface Parking","NO","DMI PROPERTY MANAGEMENT INC.","PRIVATE",4152933,"NO","YES","NO","299  GLENLAKE AVE","YES","PAID","04","DOUBLE PANE",1973,2017,30,"YES","YES",233,1,"Green Bin / Organics","YES",0,"Post 1950"
12862,"NONE",NA,"YES","NO","10 indoor parking spots and 0 outdoor parking spots","NO","YES","NO","HOT WATER","YES","NO","NO",0,"Carport , Surface Parking","YES","2054138 ONTARIO LTD","PRIVATE",4152936,"NO","NO","NO","1914  BLOOR ST W","NO","UNAVAILABLE","04","DOUBLE PANE",1914,2017,3,"NO","YES",16,8,"Green Bin / Organics","NO",0,"Pre 1935"
12863,"NONE",NA,"YES","NO","Not Available","NO","YES","NO","ELECTRIC","NO","YES","NO",0,"Carport , Surface Parking","YES",NA,"PRIVATE",4152943,"NO","YES","NO","340  HIGH PARK AVE","NO","UNAVAILABLE","04","DOUBLE PANE",1940,2017,3,"NO","YES",10,8,"Unknown","NO",0,"1935-1950"
12864,"INDIVIDUAL UNITS","Indoor recreation room","NO","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","YES",1,"Ground Level Garage","YES","MAINSTAY HOUSING","SOCIAL HOUSING",4152946,"NO","NO","NO","2750  DUNDAS ST W","YES","FREE","04","DOUBLE PANE",1997,2017,6,"YES","NO",30,0,"Green Bin / Organics","YES",0,"Post 1950"
12865,"NONE",NA,"YES","YES","Not Available","NO","YES","NO","FORCED AIR GAS","YES","YES","YES",1,"Underground Garage","YES",NA,"PRIVATE",4152950,"NO","YES","NO","1  SPRINGHURST AVE","YES","UNAVAILABLE","04","DOUBLE PANE",1962,2017,5,"NO","NO",41,0,"Recycling bins","NO",1,"Post 1950"
12866,"INDIVIDUAL UNITS","Child play area","NO","YES","29 indoor parking spots and 0 outdoor parking spots","NO","YES","YES","HOT WATER","YES","YES","YES",2,"Underground Garage , Garage accessible thru buildg , Carport","YES","KRAL PROPERTY MANAGEMENT INC.","SOCIAL HOUSING",4153560,"NO","NO","NO","31  PRINCESS ST","YES","FREE","13","DOUBLE PANE",1994,2017,10,"YES","NO",82,2,"Green Bin / Organics","NO",1,"Post 1950"
12867,"NONE","Indoor recreation room","YES","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","NO",2,"Underground Garage , Garage accessible thru buildg","YES",NA,"TCHC",4153581,"NO","NO","NO","330  GERRARD ST E","YES","BOTH","13","DOUBLE PANE",1976,2017,7,"YES","YES",81,6,"Recycling bins","NO",3,"Post 1950"
12868,"NONE","Indoor recreation room , Outdoor rec facilities , Indoor exercise room","NO","NO","Not Available","NO","YES","NO","FORCED AIR GAS","YES","YES","NO",0,NA,"YES",NA,"SOCIAL HOUSING",4153582,"NO","NO","NO","280  GERRARD ST E","NO","UNAVAILABLE","13","DOUBLE PANE",1991,2017,3,"NO","NO",26,0,"Green Bin / Organics","NO",0,"Post 1950"
12869,"NONE",NA,"NO","NO","Not Available","YES","YES","NO","HOT WATER","YES","YES","NO",0,"Surface Parking","YES",NA,"PRIVATE",4153586,"YES","YES","NO","510  ONTARIO ST","NO","UNAVAILABLE","13","DOUBLE PANE",1880,2017,3,"NO","YES",13,6,"Green Bin / Organics","NO",0,"Pre 1935"
12870,"NONE",NA,"NO","YES","Not Available","YES","YES","NO","FORCED AIR GAS","YES","YES","NO",0,NA,"YES",NA,"PRIVATE",4153587,"NO","NO","NO","383  SHERBOURNE ST","NO","UNAVAILABLE","13","DOUBLE PANE",1910,2017,3,"NO","NO",32,0,"Green Bin / Organics","NO",1,"Pre 1935"
12871,"NONE",NA,"YES","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","YES",2,"Underground Garage , Ground Level Garage , Garage accessible thru buildg","YES","METCAP LIVING MANAGEMENT INC","PRIVATE",4152974,"NO","YES","NO","40  TYNDALL AVE","YES","FREE","04","DOUBLE PANE",1965,2017,7,"NO","NO",65,0,"Green Bin / Organics","NO",0,"Post 1950"
12872,"NONE",NA,"NO","YES","0 indoor parking spots and 20 outdoor parking spots","NO","YES","YES","HOT WATER","YES","YES","YES",2,"Surface Parking , Parking Deck","YES",NA,"SOCIAL HOUSING",4152978,"NO","NO","NO","1355  KING ST W","NO","UNAVAILABLE","04","SINGLE PANE",1976,2017,11,"YES","NO",136,32,"Green Bin / Organics","YES",0,"Post 1950"
12873,"NONE",NA,"YES","YES","Not Available","NO","YES","NO","HOT WATER","YES","YES","YES",2,"Underground Garage","YES","METCAP LIVING MANAGEMENT INC.","PRIVATE",4152981,"NO","YES","NO","91  JAMESON AVE","YES","FREE","04","DOUBLE PANE",1967,2017,11,"NO","NO",76,0,"Recycling bins","NO",0,"Post 1950"
12874,"NONE",NA,"YES","NO","60 indoor parking spots and 0 outdoor parking spots","NO","YES","YES","ELECTRIC","YES","YES","NO",3,"Underground Garage , Garage accessible thru buildg","YES",NA,"PRIVATE",4153598,"NO","YES","NO","77  HOWARD ST","YES","PAID","13","DOUBLE PANE",1969,2017,24,"NO","NO",381,1,"Recycling bins","NO",0,"Post 1950"
12875,"NONE","Outdoor pool","YES","NO","128 indoor parking spots and 6 outdoor parking spots","NO","YES","YES","HOT WATER","NO","YES","YES",3,"Underground Garage , Garage accessible thru buildg , Surface Parking","NO","M&R PROPERTY MANAGEMENT","PRIVATE",4153606,"NO","YES","NO","10  HOGARTH AVE","YES","FREE","14","DOUBLE PANE",1968,2017,23,"NO","NO",287,0,"Green Bin / Organics","NO",0,"Post 1950"
12876,"NONE","Outdoor pool","YES","NO","128 indoor parking spots and 6 outdoor parking spots","NO","YES","YES","HOT WATER","NO","YES","YES",3,"Underground Garage , Garage accessible thru buildg , Surface Parking","NO","M&R PROPERTY MANAGEMENT","PRIVATE",4153607,"NO","YES","NO","655  BROADVIEW AVE","YES","FREE","14","DOUBLE PANE",1968,2017,24,"NO","NO",291,0,"Green Bin / Organics","NO",0,"Post 1950"
12877,"NONE",NA,"NO","NO","0 indoor parking spots and 20 outdoor parking spots","NO","YES","NO","HOT WATER","YES","YES","NO",0,NA,"YES","UPPER BROADVIEW SUITES LTD","PRIVATE",4153616,"NO","YES","NO","849  BROADVIEW AVE","NO","UNAVAILABLE","14","DOUBLE PANE",1940,2017,4,"NO","NO",32,0,"Green Bin / Organics","NO",0,"1935-1950"
12878,NA,NA,NA,NA,"indoor parking spots and  outdoor parking spots",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"PRIVATE",4152990,NA,NA,NA,"120  JAMESON AVE",NA,NA,"04","DOUBLE PANE",1960,NA,7,NA,NA,90,NA,"Not Available",NA,NA,"Post 1950"
12879,"NONE",NA,"YES","NO","Not Available","NO","YES","NO","HOT WATER","YES","YES","NO",2,"Underground Garage","YES","METCAP LIVING MANAGEMENT INC.","PRIVATE",4152994,"NO","YES","NO","90  JAMESON AVE","YES","UNAVAILABLE","04","DOUBLE PANE",1959,2017,7,"NO","NO",61,0,"Green Bin / Organics","NO",0,"Post 1950"
12880,"NONE","Outdoor rec facilities","NO","NO","Not Available","YES","YES","NO","HOT WATER","YES","YES","NO",0,NA,"YES","PEGASUS GROUP","PRIVATE",4153007,"NO","NO","NO","1502  KING ST W","YES","UNAVAILABLE","04","SINGLE PANE",1952,2017,3,"NO","NO",15,0,"Green Bin / Organics","NO",0,"Post 1950"
12881,"NONE",NA,"YES","NO","Not Available","NO","YES","NO","HOT WATER","YES","YES","NO",1,"Underground Garage , Garage accessible thru buildg","NO","1173283 ONTARIO LIMITED","PRIVATE",4153021,"NO","YES","NO","1430  KING ST W","YES","UNAVAILABLE","04","DOUBLE PANE",1967,2017,7,"NO","NO",77,30,"Green Bin / Organics","NO",0,"Post 1950"
12882,"CENTRAL AIR","Indoor recreation room , Outdoor rec facilities , Child play area","YES","YES","0 indoor parking spots and 6 outdoor parking spots","NO","YES","YES","HOT WATER","YES","YES","NO",2,"Surface Parking","YES","YWCA","SOCIAL HOUSING",4153628,"NO","NO","NO","15  PAPE AVE","YES","UNAVAILABLE","14","DOUBLE PANE",1988,2017,5,"NO","NO",77,2,"Green Bin / Organics","NO",3,"Post 1950"
12883,"INDIVIDUAL UNITS",NA,"NO","NO","0 indoor parking spots and 12 outdoor parking spots","NO","YES","NO","HOT WATER","YES","YES","NO",0,"Ground Level Garage , Surface Parking","YES","2239032 ONTARIO INC.","PRIVATE",4153640,"NO","YES","NO","1395  GERRARD ST E","NO","UNAVAILABLE","14","DOUBLE PANE",1965,2017,3,"NO","YES",12,0,"Green Bin / Organics","NO",0,"Post 1950"
12884,"NONE",NA,"NO","NO","22 indoor parking spots and 36 outdoor parking spots","NO","YES","NO","HOT WATER","YES","YES","YES",0,"Surface Parking","YES","LA VALETTE PROPERTY MANAGEMENT","PRIVATE",4153050,"NO","YES","NO","244  RONCESVALLES AVE","YES","FREE","04","SINGLE PANE",1967,2017,3,"NO","YES",22,28,"Green Bin / Organics","NO",0,"Post 1950"
12885,NA,NA,"NO","NO","indoor parking spots and  outdoor parking spots",NA,NA,"NO","HOT WATER","YES",NA,NA,0,NA,NA,NA,"PRIVATE",4153056,NA,NA,NA,"1643  BLOOR ST W",NA,NA,"04","DOUBLE PANE",1930,2019,3,NA,"NO",25,0,"Recycling bins",NA,0,"Pre 1935"
12886,"NONE","Indoor recreation room","YES","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","NO",3,"Surface Parking","YES",NA,"TCHC",4153063,"NO","NO","NO","20  WEST LODGE AVE","YES","PAID","04","DOUBLE PANE",1959,2017,11,"YES","YES",299,4,"Unknown","NO",4,"Post 1950"
12887,"INDIVIDUAL UNITS","Indoor recreation room","NO","NO","Not Available","YES","YES","NO","ELECTRIC","NO","YES","NO",0,NA,"YES","MAINSTAY HOUSING","SOCIAL HOUSING",4153065,"NO","NO","NO","10  LANSDOWNE AVE","YES","UNAVAILABLE","04","DOUBLE PANE",1897,2017,3,"NO","NO",21,0,"Green Bin / Organics","YES",0,"Pre 1935"
12888,"NONE",NA,"YES","NO","0 indoor parking spots and 10 outdoor parking spots","NO","YES","NO","HOT WATER","YES","YES","YES",0,"Ground Level Garage , Surface Parking","YES",NA,"PRIVATE",4153677,"NO","YES","NO","158  KINGSTON RD","YES","UNAVAILABLE","19","SINGLE PANE",1960,2017,4,"NO","NO",44,1,"Recycling bins","NO",0,"Post 1950"
12889,"NONE",NA,"YES","NO","Not Available","YES","YES","NO","HOT WATER","YES","YES","NO",0,"Ground Level Garage , Surface Parking","YES",NA,"PRIVATE",4153692,"NO","YES","NO","419  WOODBINE AVE","NO","UNAVAILABLE","19","SINGLE PANE",1960,2017,3,"NO","NO",11,11,"Green Bin / Organics","NO",0,"Post 1950"
12890,"CENTRAL AIR","Indoor recreation room","YES","YES","Not Available","NO","YES","YES","ELECTRIC","YES","YES","YES",2,"Surface Parking","YES","MAINSTAY HOUSING","SOCIAL HOUSING",4153712,"NO","NO","NO","550  KINGSTON RD","YES","FREE","19","DOUBLE PANE",1985,2017,7,"YES","NO",138,1,"Green Bin / Organics","YES",0,"Post 1950"
12891,"NONE","Indoor recreation room , Outdoor rec facilities , Child play area","YES","YES","Not Available","NO","YES","YES","HOT WATER","YES","YES","NO",2,"Underground Garage , Garage accessible thru buildg , Surface Parking","YES",NA,"TCHC",4153124,"NO","NO","NO","679  QUEENS QUAY  W","YES","BOTH","10","DOUBLE PANE",1988,2017,6,"YES","YES",106,6,"Green Bin / Organics","NO",1,"Post 1950"
12892,"NONE",NA,"NO","NO","Not Available","YES","YES","NO","ELECTRIC","YES","YES","NO",0,NA,"NO","GULBURG INC.","PRIVATE",4153149,"NO","YES","NO","225  GLADSTONE AVE","NO","UNAVAILABLE","09","DOUBLE PANE",1911,2019,4,"NO","YES",27,0,"Green Bin / Organics","NO",0,"Pre 1935"
12893,"NONE",NA,"NO","NO","Not Available","NO","YES","NO","ELECTRIC","YES","YES","NO",0,NA,"NO",NA,"PRIVATE",4153150,"NO","NO","NO","677  COLLEGE ST","NO","UNAVAILABLE","11","DOUBLE PANE",1912,2017,3,"NO","YES",32,0,"Green Bin / Organics","NO",0,"Pre 1935"
12894,"NONE",NA,"NO","NO","Not Available","YES","YES","NO","HOT WATER","YES","YES","YES",0,"Surface Parking","YES","COGIR MANAGEMENT CORPORATION","PRIVATE",4153155,"NO","YES","NO","14  RUSHOLME DR","YES","UNAVAILABLE","09","SINGLE PANE",1955,2017,4,"NO","NO",22,0,"Green Bin / Organics","NO",0,"Post 1950"
